State,City,Order Date,Distributor_Name,Location,Beverage_Category,Beverage_Name,Price (INR),Rating,Rating Count
Karnataka,Bengaluru,2025-05-04 00:00:00,Indore Pepsi Distributor,Rajarajeshwari Nagar,Juice,Tropicana Guava,221.0,4.7,166
Karnataka,Bengaluru,2025-01-06 00:00:00,Ludhiana Pepsi Distributor,Rajarajeshwari Nagar,Carbonated Soft Drink,Mountain Dew,198.0,4.8,46
Karnataka,Bengaluru,24/02/2025,Pune Pepsi Distributor,Rajarajeshwari Nagar,Carbonated Soft Drink,Pepsi Black,465.25,3.3,6
Karnataka,Bengaluru,17/05/2025,Jaipur Beverage Distributor,Rajarajeshwari Nagar,Energy Drink,Sting Energy,465.25,5.0,5
Karnataka,Bengaluru,2025-11-05 00:00:00,Chandigarh Distribution Center,Rajarajeshwari Nagar,Flavored Drink,Nimbooz Masala Soda,465.25,5.0,4
Karnataka,Bengaluru,31/08/2025,Raipur Beverage Depot,Rajarajeshwari Nagar,Juice,Tropicana Mixed Fruit,251.0,4.7,7
Karnataka,Bengaluru,31/01/2025,Faridabad Pepsi Hub,Rajarajeshwari Nagar,Carbonated Soft Drink,7UP,198.0,4.3,4
Karnataka,Bengaluru,2025-09-02 00:00:00,Ghaziabad Supply Chain,Rajarajeshwari Nagar,Packaged Water,Aquafina Sparkling,251.0,3.9,5
Karnataka,Bengaluru,17/08/2025,Raipur Beverage Depot,Rajarajeshwari Nagar,Juice,Tropicana Mixed Fruit,251.0,4.3,2
Karnataka,Bengaluru,2025-05-02 00:00:00,Faridabad Pepsi Hub,Rajarajeshwari Nagar,Juice,Slice Mango,177.0,4.8,34
Karnataka,Bengaluru,2025-01-06 00:00:00,Punjab Beverage Depot,Rajarajeshwari Nagar,Carbonated Soft Drink,Mirinda Lemon,194.0,5.0,8
Karnataka,Bengaluru,2025-11-08 00:00:00,Udaipur Distribution Hub,Rajarajeshwari Nagar,Juice,Tropicana Orange,184.0,5.0,3
Karnataka,Bengaluru,2025-06-01 00:00:00,Udaipur Distribution Hub,Rajarajeshwari Nagar,Sports Drink,Gatorade Blue Bolt,83.0,4.6,63
Karnataka,Bengaluru,16/02/2025,Ranchi Supply Distributor,Rajarajeshwari Nagar,Carbonated Soft Drink,Mirinda Lemon,93.0,4.6,85
Karnataka,Bengaluru,31/07/2025,Ghaziabad Supply Chain,Rajarajeshwari Nagar,Juice,Tropicana Pineapple,93.0,4.0,9
Karnataka,Bengaluru,2025-08-08 00:00:00,Noida Beverage Distributor,Rajarajeshwari Nagar,Juice,Tropicana Pineapple,93.0,4.3,76
Karnataka,Bengaluru,16/02/2025,Chandigarh Distribution Center,Rajarajeshwari Nagar,Flavored Drink,Nimbooz Lemon,251.0,4.7,10
Karnataka,Bengaluru,2025-04-01 00:00:00,Chandigarh Distribution Center,Rajarajeshwari Nagar,Juice,Tropicana Pineapple,251.0,4.5,10
Karnataka,Bengaluru,16/02/2025,Surat Retail Distributor,Rajarajeshwari Nagar,Iced Tea,Lipton Ice Tea Lemon,251.0,4.9,14
Karnataka,Bengaluru,14/05/2025,Patna Beverage Depot,Rajarajeshwari Nagar,Carbonated Soft Drink,7UP,257.0,4.4,2
Karnataka,Bengaluru,28/04/2025,Faridabad Pepsi Hub,Rajarajeshwari Nagar,Carbonated Soft Drink,Mirinda Lemon,257.0,4.4,2
Karnataka,Bengaluru,23/04/2025,Jabalpur Distribution Center,Rajarajeshwari Nagar,Packaged Water,Aquafina Sparkling,209.0,4.7,1
Karnataka,Bengaluru,2025-04-04 00:00:00,Bhubaneswar Pepsi Hub,Rajarajeshwari Nagar,Sports Drink,Gatorade Lemon,230.0,3.7,3
Karnataka,Bengaluru,18/08/2025,Udaipur Distribution Hub,Rajarajeshwari Nagar,Sports Drink,Gatorade Blue Bolt,335.0,4.4,69
Karnataka,Bengaluru,28/06/2025,Raipur Beverage Depot,Rajarajeshwari Nagar,Juice,Tropicana Guava,177.0,4.9,49
Karnataka,Bengaluru,16/02/2025,Delhi NCR Distribution,Rajarajeshwari Nagar,Energy Drink,Sting Gold Rush,135.0,4.1,79
Karnataka,Bengaluru,2025-04-07 00:00:00,Mumbai Beverage Hub,Rajarajeshwari Nagar,Juice,Tropicana Apple,125.0,4.6,14
Karnataka,Bengaluru,13/07/2025,Delhi NCR Distribution,Rajarajeshwari Nagar,Carbonated Soft Drink,Mirinda Lemon,367.0,4.3,0
Karnataka,Bengaluru,16/02/2025,Punjab Beverage Depot,Rajarajeshwari Nagar,Carbonated Soft Drink,Mirinda Lemon,450.0,4.3,0
Karnataka,Bengaluru,22/07/2025,Amritsar Beverage Hub,Rajarajeshwari Nagar,Iced Tea,Lipton Ice Tea Lemon,299.0,4.5,2
Karnataka,Bengaluru,16/05/2025,Punjab Beverage Depot,Rajarajeshwari Nagar,Carbonated Soft Drink,7UP,104.0,4.6,1
Karnataka,Bengaluru,26/01/2025,Bhubaneswar Pepsi Hub,Rajarajeshwari Nagar,Juice,Tropicana Guava,50.0,5.0,11
Karnataka,Bengaluru,28/06/2025,Amritsar Beverage Hub,KENGERI UPANAGAR,Flavored Drink,Nimbooz Lemon,360.17,4.3,0
Karnataka,Bengaluru,22/06/2025,Jabalpur Distribution Center,KENGERI UPANAGAR,Juice,Slice Mango,88.98,4.7,1
Karnataka,Bengaluru,13/02/2025,Kolkata Beverage Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,80.51,4.8,1
Karnataka,Bengaluru,13/05/2025,Noida Beverage Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,330.51,4.2,1
Karnataka,Bengaluru,16/02/2025,Faridabad Pepsi Hub,KENGERI UPANAGAR,Flavored Drink,Nimbooz Lemon,296.61,4.3,2
Karnataka,Bengaluru,2025-03-06 00:00:00,Ludhiana Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,7UP,360.17,4.8,1
Karnataka,Bengaluru,28/04/2025,Bhopal Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Pineapple,296.61,4.4,1
Karnataka,Bengaluru,16/02/2025,Bangalore Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Mountain Dew,805.08,4.3,0
Karnataka,Bengaluru,19/01/2025,Patna Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Guava,512.71,4.3,0
Karnataka,Bengaluru,31/07/2025,Haryana Retail Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mountain Dew,461.86,4.3,0
Karnataka,Bengaluru,13/08/2025,Kolkata Beverage Distributor,KENGERI UPANAGAR,Energy Drink,Sting Energy,343.22,4.3,0
Karnataka,Bengaluru,20/01/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Lemon,169.49,4.3,0
Karnataka,Bengaluru,23/04/2025,Nagpur Supply Center,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Apple,177.97,4.3,0
Karnataka,Bengaluru,20/05/2025,Nagpur Supply Center,KENGERI UPANAGAR,Sports Drink,Gatorade Orange,177.97,4.3,0
Karnataka,Bengaluru,16/02/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Flavored Drink,Nimbooz Masala Soda,177.97,4.3,0
Karnataka,Bengaluru,2025-01-01 00:00:00,Surat Retail Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Orange,690.68,4.3,0
Karnataka,Bengaluru,16/02/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,313.56,4.3,0
Karnataka,Bengaluru,22/05/2025,Bangalore Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Apple,593.22,4.3,0
Karnataka,Bengaluru,16/02/2025,Kochi Beverage Depot,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,661.02,4.3,0
Karnataka,Bengaluru,2025-07-02 00:00:00,Ranchi Supply Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi Black,368.64,4.3,0
Karnataka,Bengaluru,2025-06-02 00:00:00,Bhubaneswar Pepsi Hub,KENGERI UPANAGAR,Juice,Tropicana Apple,360.17,4.3,0
Karnataka,Bengaluru,2025-06-05 00:00:00,Delhi NCR Distribution,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Apple,88.98,4.7,1
Karnataka,Bengaluru,19/05/2025,Kochi Beverage Depot,KENGERI UPANAGAR,Sports Drink,Gatorade Orange,80.51,4.8,1
Karnataka,Bengaluru,2025-10-04 00:00:00,Kolkata Beverage Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,76.27,4.3,0
Karnataka,Bengaluru,16/02/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,101.69,4.5,8
Karnataka,Bengaluru,23/08/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Juice,Tropicana Guava,76.27,4.8,16
Karnataka,Bengaluru,2025-03-01 00:00:00,Bhopal Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Pineapple,88.98,4.6,25
Karnataka,Bengaluru,2025-10-06 00:00:00,Delhi NCR Distribution,KENGERI UPANAGAR,Juice,Slice Mango,76.27,4.4,17
Karnataka,Bengaluru,14/05/2025,Bhopal Beverage Hub,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Peach,76.27,4.8,49
Karnataka,Bengaluru,27/06/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Peach,101.69,4.1,23
Karnataka,Bengaluru,2025-10-01 00:00:00,Chennai Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi Black,76.27,4.1,18
Karnataka,Bengaluru,2025-05-01 00:00:00,Bangalore Beverage Depot,KENGERI UPANAGAR,Juice,Slice Mango,80.51,4.7,14
Karnataka,Bengaluru,31/05/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Orange,88.98,4.6,22
Karnataka,Bengaluru,18/05/2025,Noida Beverage Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Orange,76.27,4.4,15
Karnataka,Bengaluru,21/06/2025,Coimbatore Distribution Center,KENGERI UPANAGAR,Carbonated Soft Drink,Mountain Dew,101.69,4.2,4
Karnataka,Bengaluru,2025-10-05 00:00:00,Raipur Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,7UP,88.98,4.7,17
Karnataka,Bengaluru,13/01/2025,Coimbatore Distribution Center,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,76.27,4.2,44
Karnataka,Bengaluru,17/06/2025,Coimbatore Distribution Center,KENGERI UPANAGAR,Juice,Tropicana Mixed Fruit,88.98,4.6,1
Karnataka,Bengaluru,2025-10-05 00:00:00,Ranchi Supply Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Blue Bolt,76.27,5.0,8
Karnataka,Bengaluru,16/02/2025,Mumbai Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Pineapple,101.69,4.0,10
Karnataka,Bengaluru,16/02/2025,Faridabad Pepsi Hub,KENGERI UPANAGAR,Packaged Water,Aquafina Water,190.68,4.3,0
Karnataka,Bengaluru,16/02/2025,Haryana Retail Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,7UP Nimbooz,190.68,4.3,0
Karnataka,Bengaluru,2025-11-04 00:00:00,Udaipur Distribution Hub,KENGERI UPANAGAR,Energy Drink,Sting Gold Rush,190.68,4.3,0
Karnataka,Bengaluru,22/02/2025,Jaipur Beverage Distributor,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Peach,330.51,4.2,1
Karnataka,Bengaluru,17/01/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Energy Drink,Sting Gold Rush,296.61,4.3,2
Karnataka,Bengaluru,2025-09-01 00:00:00,Bangalore Beverage Depot,KENGERI UPANAGAR,Packaged Water,Aquafina Water,360.17,4.8,1
Karnataka,Bengaluru,22/07/2025,Bangalore Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Guava,296.61,5.0,8
Karnataka,Bengaluru,23/05/2025,Delhi NCR Distribution,KENGERI UPANAGAR,Energy Drink,Sting Energy,296.61,4.4,1
Karnataka,Bengaluru,2025-01-06 00:00:00,Raipur Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,7UP,402.54,2.9,9
Karnataka,Bengaluru,2025-07-02 00:00:00,Surat Retail Distributor,KENGERI UPANAGAR,Juice,Tropicana Orange,360.17,4.7,31
Karnataka,Bengaluru,2025-12-06 00:00:00,Pune Pepsi Distributor,KENGERI UPANAGAR,Juice,Slice Mango,296.61,4.2,9
Karnataka,Bengaluru,2025-04-04 00:00:00,Ludhiana Pepsi Distributor,KENGERI UPANAGAR,Energy Drink,Sting Gold Rush,296.61,4.5,110
Karnataka,Bengaluru,2025-05-04 00:00:00,Ludhiana Pepsi Distributor,KENGERI UPANAGAR,Juice,Tropicana Pineapple,402.54,3.1,5
Karnataka,Bengaluru,18/02/2025,Patna Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Orange,296.61,4.5,32
Karnataka,Bengaluru,22/02/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Juice,Tropicana Pineapple,330.51,4.2,10
Karnataka,Bengaluru,22/02/2025,Surat Retail Distributor,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Peach,360.17,4.3,20
Karnataka,Bengaluru,2025-07-07 00:00:00,Jabalpur Distribution Center,KENGERI UPANAGAR,Juice,Tropicana Mixed Fruit,296.61,4.8,98
Karnataka,Bengaluru,24/08/2025,Noida Beverage Distributor,KENGERI UPANAGAR,Flavored Drink,Nimbooz Lemon,402.54,4.9,23
Karnataka,Bengaluru,27/06/2025,Nagpur Supply Center,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi Black,296.61,4.8,27
Karnataka,Bengaluru,22/02/2025,Coimbatore Distribution Center,KENGERI UPANAGAR,Juice,Tropicana Apple,330.51,3.9,18
Karnataka,Bengaluru,27/04/2025,Amritsar Beverage Hub,KENGERI UPANAGAR,Juice,Slice Mango,330.51,4.8,26
Karnataka,Bengaluru,30/04/2025,Udaipur Distribution Hub,KENGERI UPANAGAR,Flavored Drink,Nimbooz Masala Soda,360.17,4.7,65
Karnataka,Bengaluru,22/07/2025,Bhopal Beverage Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,296.61,4.9,19
Karnataka,Bengaluru,17/05/2025,Bangalore Beverage Depot,KENGERI UPANAGAR,Energy Drink,Sting Energy,296.61,4.7,104
Karnataka,Bengaluru,2025-11-06 00:00:00,Delhi NCR Distribution,KENGERI UPANAGAR,Flavored Drink,Nimbooz Masala Soda,360.17,3.3,7
Karnataka,Bengaluru,22/02/2025,Bhubaneswar Pepsi Hub,KENGERI UPANAGAR,Juice,Tropicana Guava,296.61,4.8,33
Karnataka,Bengaluru,15/08/2025,Bhopal Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Pineapple,402.54,5.0,8
Karnataka,Bengaluru,2025-04-02 00:00:00,Kochi Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Orange,381.36,4.0,9
Karnataka,Bengaluru,2025-01-01 00:00:00,Bangalore Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Apple,487.29,4.8,2
Karnataka,Bengaluru,2025-09-02 00:00:00,Kolkata Beverage Distributor,KENGERI UPANAGAR,Juice,Tropicana Guava,381.36,4.3,12
Karnataka,Bengaluru,22/02/2025,Nagpur Supply Center,KENGERI UPANAGAR,Packaged Water,Aquafina Water,381.36,5.0,9
Karnataka,Bengaluru,30/05/2025,Pune Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,88.98,4.3,0
Karnataka,Bengaluru,22/02/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Orange,88.98,4.8,2
Karnataka,Bengaluru,22/02/2025,Ludhiana Pepsi Distributor,KENGERI UPANAGAR,Juice,Tropicana Guava,360.17,4.6,2
Karnataka,Bengaluru,2025-03-04 00:00:00,Mumbai Beverage Hub,KENGERI UPANAGAR,Flavored Drink,Nimbooz Lemon,360.17,4.3,0
Karnataka,Bengaluru,22/02/2025,Ranchi Supply Distributor,KENGERI UPANAGAR,Juice,Tropicana Orange,423.73,4.7,1
Karnataka,Bengaluru,2025-11-01 00:00:00,Mumbai Beverage Hub,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Lemon,360.17,4.8,1
Karnataka,Bengaluru,15/04/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,360.17,4.2,3
Karnataka,Bengaluru,17/08/2025,Noida Beverage Distributor,KENGERI UPANAGAR,Juice,Tropicana Pineapple,169.49,4.4,32
Karnataka,Bengaluru,14/01/2025,Jabalpur Distribution Center,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Peach,152.54,4.7,11
Karnataka,Bengaluru,22/02/2025,Ludhiana Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,7UP,177.97,5.0,8
Karnataka,Bengaluru,30/01/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Energy Drink,Sting Energy,63.56,5.0,6
Karnataka,Bengaluru,2025-04-02 00:00:00,Delhi NCR Distribution,KENGERI UPANAGAR,Juice,Slice Mango,63.56,4.6,13
Karnataka,Bengaluru,2025-01-08 00:00:00,Ghaziabad Supply Chain,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,63.56,3.8,35
Karnataka,Bengaluru,14/06/2025,Kochi Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,63.56,4.3,22
Karnataka,Bengaluru,2025-05-01 00:00:00,Jaipur Beverage Distributor,KENGERI UPANAGAR,Juice,Tropicana Mixed Fruit,63.56,4.8,7
Karnataka,Bengaluru,22/02/2025,Kolkata Beverage Distributor,KENGERI UPANAGAR,Energy Drink,Sting Energy,76.27,4.8,5
Karnataka,Bengaluru,2025-03-05 00:00:00,Coimbatore Distribution Center,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,394.07,4.3,0
Karnataka,Bengaluru,22/02/2025,Jaipur Beverage Distributor,KENGERI UPANAGAR,Juice,Tropicana Mixed Fruit,313.56,4.3,0
Karnataka,Bengaluru,2025-03-06 00:00:00,Coimbatore Distribution Center,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,296.61,4.3,0
Karnataka,Bengaluru,22/02/2025,Udaipur Distribution Hub,KENGERI UPANAGAR,Flavored Drink,Nimbooz Lemon,254.24,4.3,0
Karnataka,Bengaluru,2025-12-05 00:00:00,Jaipur Beverage Distributor,KENGERI UPANAGAR,Juice,Tropicana Pineapple,190.68,4.3,0
Karnataka,Bengaluru,22/02/2025,Raipur Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,7UP Nimbooz,190.68,5.0,1
Karnataka,Bengaluru,25/08/2025,Ranchi Supply Distributor,KENGERI UPANAGAR,Juice,Tropicana Pineapple,190.68,4.3,0
Karnataka,Bengaluru,2025-11-02 00:00:00,Noida Beverage Distributor,KENGERI UPANAGAR,Packaged Water,Aquafina Water,190.68,4.3,0
Karnataka,Bengaluru,22/02/2025,Chennai Pepsi Distributor,KENGERI UPANAGAR,Energy Drink,Sting Energy,190.68,5.0,1
Karnataka,Bengaluru,26/05/2025,Bhopal Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Apple,190.68,4.3,0
Karnataka,Bengaluru,2025-09-02 00:00:00,Indore Pepsi Distributor,KENGERI UPANAGAR,Energy Drink,Sting Energy,190.68,5.0,1
Karnataka,Bengaluru,22/02/2025,Mumbai Beverage Hub,KENGERI UPANAGAR,Carbonated Soft Drink,7UP,190.68,4.3,0
Karnataka,Bengaluru,2025-08-02 00:00:00,Punjab Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Orange,190.68,4.7,1
Karnataka,Bengaluru,14/04/2025,Nagpur Supply Center,KENGERI UPANAGAR,Carbonated Soft Drink,7UP Nimbooz,63.56,5.0,9
Karnataka,Bengaluru,14/01/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Juice,Tropicana Mixed Fruit,63.56,4.9,50
Karnataka,Bengaluru,2025-01-02 00:00:00,Hyderabad Beverage Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi Black,63.56,4.8,28
Karnataka,Bengaluru,28/06/2025,Bhubaneswar Pepsi Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,63.56,4.7,14
Karnataka,Bengaluru,2025-05-05 00:00:00,Punjab Beverage Depot,KENGERI UPANAGAR,Flavored Drink,Nimbooz Masala Soda,63.56,4.9,21
Karnataka,Bengaluru,15/06/2025,Udaipur Distribution Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi Black,63.56,4.8,38
Karnataka,Bengaluru,2025-07-04 00:00:00,Bangalore Beverage Depot,KENGERI UPANAGAR,Sports Drink,Gatorade Orange,63.56,5.0,12
Karnataka,Bengaluru,23/01/2025,Udaipur Distribution Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Pepsi,63.56,4.8,18
Karnataka,Bengaluru,22/02/2025,Chandigarh Distribution Center,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Orange,63.56,4.7,13
Karnataka,Bengaluru,23/05/2025,Mumbai Beverage Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Apple,63.56,4.8,11
Karnataka,Bengaluru,13/08/2025,Indore Pepsi Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Lemon,152.54,4.9,26
Karnataka,Bengaluru,2025-02-06 00:00:00,Chennai Pepsi Distributor,KENGERI UPANAGAR,Sports Drink,Gatorade Blue Bolt,169.49,4.6,24
Karnataka,Bengaluru,25/05/2025,Bangalore Beverage Depot,KENGERI UPANAGAR,Flavored Drink,Nimbooz Masala Soda,169.49,5.0,4
Karnataka,Bengaluru,13/08/2025,Pune Pepsi Distributor,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,169.49,4.9,5
Karnataka,Bengaluru,27/08/2025,Raipur Beverage Depot,KENGERI UPANAGAR,Juice,Tropicana Apple,169.49,4.8,9
Karnataka,Bengaluru,13/07/2025,Punjab Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,169.49,5.0,7
Karnataka,Bengaluru,25/07/2025,Mumbai Beverage Hub,KENGERI UPANAGAR,Juice,Tropicana Pineapple,169.49,3.4,6
Karnataka,Bengaluru,22/02/2025,Hyderabad Beverage Hub,KENGERI UPANAGAR,Juice,Slice Mango,186.44,5.0,5
Karnataka,Bengaluru,14/04/2025,Kochi Beverage Depot,KENGERI UPANAGAR,Iced Tea,Lipton Ice Tea Lemon,186.44,4.8,3
Karnataka,Bengaluru,14/04/2025,Hyderabad Beverage Hub,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Lemon,186.44,5.0,7
Karnataka,Bengaluru,28/06/2025,Ahmedabad Beverage Depot,KENGERI UPANAGAR,Carbonated Soft Drink,Mirinda Orange,186.44,4.3,5
Karnataka,Bengaluru,2025-08-02 00:00:00,Kochi Beverage Depot,Rr Nagar,Juice,Tropicana Apple,207.0,4.3,0
Karnataka,Bengaluru,28/06/2025,Haryana Retail Distributor,Rr Nagar,Juice,Tropicana Pineapple,216.0,4.3,0
Karnataka,Bengaluru,17/07/2025,Bhopal Beverage Hub,Rr Nagar,Juice,Slice Mango,237.0,4.4,1
Karnataka,Bengaluru,14/05/2025,Punjab Beverage Depot,Rr Nagar,Flavored Drink,Nimbooz Masala Soda,143.0,4.3,0
Karnataka,Bengaluru,22/02/2025,Nagpur Supply Center,Rr Nagar,Carbonated Soft Drink,Pepsi Black,219.0,4.3,0
Karnataka,Bengaluru,15/05/2025,Udaipur Distribution Hub,Rr Nagar,Flavored Drink,Nimbooz Lemon,389.0,4.3,0
Karnataka,Bengaluru,28/06/2025,Jaipur Beverage Distributor,Rr Nagar,Sports Drink,Gatorade Orange,309.0,4.3,0
Karnataka,Bengaluru,19/07/2025,Amritsar Beverage Hub,Rr Nagar,Carbonated Soft Drink,7UP Nimbooz,279.0,4.3,0
Karnataka,Bengaluru,2025-11-02 00:00:00,Raipur Beverage Depot,Rr Nagar,Sports Drink,Gatorade Orange,269.0,4.3,0
Karnataka,Bengaluru,2025-11-07 00:00:00,Coimbatore Distribution Center,Rr Nagar,Flavored Drink,Nimbooz Lemon,239.0,4.3,0
Karnataka,Bengaluru,15/01/2025,Ghaziabad Supply Chain,Rr Nagar,Carbonated Soft Drink,Mountain Dew,249.0,4.3,0
Karnataka,Bengaluru,21/04/2025,Kolkata Beverage Distributor,Rr Nagar,Carbonated Soft Drink,Pepsi,199.0,4.2,1
Karnataka,Bengaluru,2025-06-06 00:00:00,Gurgaon Beverage Depot,Rr Nagar,Juice,Tropicana Orange,329.0,4.3,0
Karnataka,Bengaluru,2025-02-02 00:00:00,Ahmedabad Beverage Depot,Rr Nagar,Sports Drink,Gatorade Lemon,349.0,4.3,0
Karnataka,Bengaluru,2025-10-08 00:00:00,Bhubaneswar Pepsi Hub,Rr Nagar,Packaged Water,Aquafina Sparkling,349.0,4.3,0
Karnataka,Bengaluru,19/08/2025,Indore Pepsi Distributor,Rr Nagar,Flavored Drink,Nimbooz Masala Soda,329.0,4.3,0
Karnataka,Bengaluru,2025-04-06 00:00:00,Kolkata Beverage Distributor,Rr Nagar,Carbonated Soft Drink,Pepsi,209.0,4.3,0
Karnataka,Bengaluru,13/06/2025,Ahmedabad Beverage Depot,Rr Nagar,Carbonated Soft Drink,Mountain Dew,129.0,3.9,1
Karnataka,Bengaluru,2025-06-06 00:00:00,Chandigarh Distribution Center,Rr Nagar,Energy Drink,Sting Gold Rush,209.0,5.0,6
Karnataka,Bengaluru,2025-07-02 00:00:00,Indore Pepsi Distributor,Rr Nagar,Sports Drink,Gatorade Lemon,189.0,3.8,1
Karnataka,Bengaluru,2025-04-07 00:00:00,Delhi NCR Distribution,Rr Nagar,Juice,Tropicana Apple,207.0,4.3,0
Karnataka,Bengaluru,2025-07-04 00:00:00,Coimbatore Distribution Center,Rr Nagar,Carbonated Soft Drink,Mirinda Lemon,216.0,4.3,0
Karnataka,Bengaluru,17/08/2025,Kolkata Beverage Distributor,Rr Nagar,Carbonated Soft Drink,Pepsi Black,237.0,4.4,1
Karnataka,Bengaluru,2025-04-06 00:00:00,Ludhiana Pepsi Distributor,Rr Nagar,Carbonated Soft Drink,Pepsi Black,143.0,4.3,0
Karnataka,Bengaluru,2025-02-07 00:00:00,Pune Pepsi Distributor,Rr Nagar,Juice,Tropicana Pineapple,219.0,4.3,0
Karnataka,Bengaluru,2025-02-02 00:00:00,Ahmedabad Beverage Depot,Rr Nagar,Packaged Water,Aquafina Sparkling,389.0,4.3,0
Karnataka,Bengaluru,15/07/2025,Mumbai Beverage Hub,Rr Nagar,Carbonated Soft Drink,Mountain Dew,309.0,4.3,0
Karnataka,Bengaluru,22/02/2025,Amritsar Beverage Hub,Rr Nagar,Packaged Water,Aquafina Sparkling,279.0,4.3,0
Karnataka,Bengaluru,22/02/2025,Gurgaon Beverage Depot,Rr Nagar,Sports Drink,Gatorade Lemon,269.0,4.3,0
Karnataka,Bengaluru,2025-10-01 00:00:00,Mumbai Beverage Hub,Rr Nagar,Carbonated Soft Drink,Mirinda Orange,239.0,4.3,0
Karnataka,Bengaluru,2025-05-01 00:00:00,Nagpur Supply Center,Rr Nagar,Juice,Tropicana Guava,249.0,4.3,0
Karnataka,Bengaluru,2025-03-05 00:00:00,Ludhiana Pepsi Distributor,Rr Nagar,Juice,Tropicana Apple,199.0,4.2,1
